01_prenom;02_genre;03_langage
ffraid;f;welsh
fiachna;m;irish
fiachra;m;irish, irish mythology
fiacre;m;french
fiammetta;f;italian
fidan;f;turkish
fidda;f;arabic
fidel;m;spanish
fidelia;f;
fidelis;m;ancient roman
fidelma;f;irish
fido;m;english
fiera;f;esperanto
fife;m;scottish
fifi;f;french
fihr;m;arabic
fikri;m;arabic
fikriyya;f;arabic
filander;m;
filat;m;russian
filbert;m;
filep;m;hungarian
filib;m;scottish
filibert;m;
filiberto;m;italian
filip;m;scandinavian, dutch, czech, bulgarian, polish
filipa;f;russian, polish, czech
filipe;m;portuguese
filippo;m;italian
fillin;m;irish
filomena;f;italian, spanish, portuguese
fina;f;english
finbar;m;irish
findlay;m;
finella;f;scottish
fingal;m;scottish
fingall;m;scottish
finlay;m;irish, scottish
finley;m;irish, scottish
finn;m;irish
finnbar;m;irish
finnegan;m;english
finnén;m;irish
finnguala;f;irish, irish mythology
finnian;m;irish
finola;f;irish, scottish
fintan;m;irish
fion;m;irish
fíona;f;irish
fiona;f;scottish
fionn;m;irish, irish mythology
fionnbharr;m;irish
fionnghall;m;scottish
fionnghuala;f;irish, irish mythology
fionnlagh;m;irish, scottish
fionntán;m;irish, scottish
fionnuala;f;irish
fionola;f;irish, scottish
fioralba;f;italian
fiorella;f;italian
fiorenza;f;italian
fiorenzo;m;italian
firdaus;m;iranian, indian
firdos;m;indian
firenze;f;
firmin;m;french
firmino;m;italian
firoz;m;arabic
fishel;m;jewish
fishke;m;jewish
fitz;m;english
fitzroy;m;english
fizza;f;arabic
flaithrí;m;irish
flann;m,f;irish
flannan;m,f;irish
flavia;f;italian, ancient roman
flavian;m;
flavie;f;french
flavio;m;italian, spanish, portuguese
flavius;m;ancient roman
flemming;m;danish
fletcher;m;english
fleur;f;english
fleuretta;f;english
flick;f;english
flip;m;english
flo;f;english
floella;f;english (modern)
flora;f;english, german, italian, roman mythology
florence;f,m;english, french
florencio;m;spanish, portuguese
florentin;m;french
florentina;f;italian, english, ancient roman
floretta;f;
florette;f;french
florian;m;german, polish, french
floriana;f;italian
florianne;f;french
floriano;m;italian
florin;m;romanian
florinda;f;english
florine;f;
floris;m;dutch
florrie;f;english
florry;m;irish
flossie;f;english
flower;f;english
floyd;m;english
flurry;m;irish
foka;m;russian
folami;m;african
folant;m;welsh
folke;m;scandinavian
foma;m;russian
fonsie;m;
forbes;m;scottish
ford;m;english
forest;m;english
forrest;m;english
fortunata;f;italian, spanish, portuguese, ancient roman
fortunato;m;italian, spanish, portuguese
fortune;f;english
foster;m;english
fotis;m;greek
fouad;m;arabic
fox;m;english
fran;f;english
franc;m;slovene
franca;f;italian
france;m;english
francene;f;english
frances;f;english
francesca;f;italian
francesco;m;italian
franci;f;hungarian
francine;f;french, english
francis;m,f;english
francisca;f;spanish, portuguese
francisco;m;spanish, portuguese
franciscus;m;late roman
franciska;f;hungarian, slovene
franck;m;french
franco;m;italian
françois;m;french
françoise;f;french
frang;m;scottish
frangag;f;scottish
frank;m;english
frankie;m,f;english
franklin;m;english
franklyn;m;english
frannie;f;english
frans;m;dutch, scandinavian
franseza;f;breton
frantisek;m;czech
frantiska;f;czech
franz;m;german
franziska;f;german
fraser;m;scottish, english
frauke;f;german
fravardin;m;
frazier;m;scottish, english
frea;f;
fred;m;english
freda;f;jewish, english
freddie;m,f;english
freddy;m;english
frédéric;m;french
frederica;f;english, portuguese
frederick;m;english
frederico;m;portuguese
frederik;m;danish
frederikke;f;danish
frédérique;f;french
fredo;m;italian
fredrick;m;english
fredrik;m;swedish
freek;m;dutch
freeman;m;english
freja;f;swedish
frey;m;norse mythology
freya;f;norse mythology
freyde;f;jewish
freyr;m;norse mythology
frida;f;swedish, hungarian
frideswide;f;anglo-saxon
fridrik;m;hungarian
fridtjof;m;scandinavian
frieda;f;english
friede;f;german
friedemann;m;german
friederike;f;german
friedhelm;m;german
friedhold;m;german
friedrich;m;german
frigg;f;norse mythology
frigyes;m;hungarian
fríða;f;icelandic
friðrika;f;icelandic
fritjof;m;scandinavian
fritz;m;german
fritzi;f;german
frode;m;danish, norwegian
fruma;f;jewish
fryderyk;m;polish
fu;m;chinese
fuad;m;arabic
fulbert;m;
fulgencio;m;spanish
fulgenzio;m;italian
fulk;m;english
fulke;m;english
fülöp;m;hungarian
fulton;m;english
fulvia;f;italian, ancient roman
fulvio;m;italian
fyfe;m;scottish
fyodor;m;russian
gabby;m,f;english
gabe;m;english
gabi;m;hungarian, romanian
gabino;m;spanish
gabir;m;arabic
gábor;m;hungarian
gabr;m;arabic
gábriel;m;hungarian
gabriel;m;english, french, german, spanish, portuguese, romanian, biblical
gabriela;f;portuguese, romanian
gabriele (1);m;italian
gabriele (2);f;german
gabriella;f;italian, hungarian
gabrielle;f;french, english
gad;m;biblical
gadar;f;armenian
gae;f;english
gaea;f;greek mythology (latinized)
gaenor;f;english
gaétan;m;french
gaetana;f;italian
gaetane;f;french
gaetano;m;italian
gafar;m;arabic
gage;m;english
gaia;f;greek mythology
gail;f,m;english
gaila;f;english
gaius;m;ancient roman
gaja;f;esperanto
gal;f;jewish
gala;f;russian
galadriel;f;literature
galahad;m;welsh mythology
galal;m;arabic
gale;m,f;english
galen;m;english
galia;f;jewish
galila;f;arabic
galina;f;russian
gall;m;english
gallagher;m;irish, english
gallus;m;ancient roman
galya;f;russian
gamal;m,f;arabic
gamaliel;m;biblical
gamil;m;arabic
gamila;f;arabic
ganesh;m;indian, hindu mythology
ganesha;m;indian
garbhán;m;irish
gardenia;f;english
gareth;m;welsh, english
garey;m;english
garfield;m;english
garland;m;english
garnet;m,f;english
garnette;f;english
garret;m;english
garrett;m;english
garrick;m;english
garry;m;english, scottish
garsha;m;russian
garth;m;english
garvan;m;irish
gary;m;english
gáspár;m;hungarian
gaspar;m;spanish, portuguese
gaspard;m;french
gaspare;m;italian
gasparo;m;italian
gasper;m;slovene
gaston;m;french
gathbiyya;f;arabic
gauhar;f;arabic
gauri;f;indian, hindu mythology
gautam;m;indian
gautama;m;indian
gautier;m;french
gavin;m;english, scottish, welsh
gavino;m;italian
gavrel;m;jewish
gavriil;m;russian
gavril;m;jewish
gawahir;f;arabic
gawain;m;welsh, welsh mythology, english
gawdat;m;arabic
gawel;m;polish
gay;f;english
gaye;f;english
gayelord;m;english
gayla;f;english
gayle;f,m;english (modern)
gaylord;m;english
gaynor;f;english
gazbiyya;f;arabic
gazsi;m;hungarian
gbemisola;f;african
gearalt;m;irish
gearóid;m;irish
gebbert;m;german
gebhard;m;german
geena;f;english
geert;m;german, dutch
geffrey;m;english (modern)
gellért;m;hungarian
geltrude;f;italian
gemariah;m;biblical
gemini;m;roman mythology
gemma;f;italian, english
gena;f;english
gene;m;english
genesis;f;english
genette;f;english (modern)
geneva;f;english
geneviève;f;french
genevra;f;
genghis;m;history
genie;f;english
genista;f;english
gennadi;m;russian
gennadius;m;ancient greek (latinized)
gennadiy;m;russian
gennady;m;russian
gennaro;m;italian
genoveffa;f;italian
genoveva;f;spanish
geoff;m;english
geoffrey;m;english
geoffroi;m;french
geordie;m;english
georg;m;german, scandinavian
george;m;english
georgene;f;english
georges;m;french
georgeta;f;romanian
georgette;f;french
georgi;m;russian, bulgarian
georgia;f;english
georgiana;f;english
georgie;m,f;english
georgina;f;english, dutch, german
georgine;f;french
georgios;m;greek, ancient greek
georgiy;m;russian
georgo;m;esperanto
geraint;m;welsh, welsh mythology
gérald;m;french
gerald;m;english
geraldine;f;english
geraldo;m;spanish
gerallt;m;welsh
gérard;m;french
gerard;m;english, dutch
gerardo;m;italian, spanish
gerasim;m;russian
gerasimos;m;greek
géraud;m;french
gerben;m;dutch
gerd;f;norse mythology
gerda;f;scandinavian, german, dutch
gereon;m;german
gerfried;m;german
gergely;m;hungarian
gergõ;m;hungarian
gerhard;m;german, swedish
gerhardt;m;german
gerhold;m;german
gerlach;m;german, dutch
gerlinde;f;german
germain;m;french
germaine;f;french
german;m;
germano;m;italian
gernot;m;german
gerolamo;m;italian
gerolt;m;dutch
geronimo;m;italian
gerontius;m;late roman
gerrard;m;english
gerrit;m;dutch, frisian
gerry;m,f;english
gershom;m;biblical
gershon;m;biblical
gert;m;german
gertie;f;english
gertraud;f;german
gertrúd;f;hungarian
gertrud;f;german
gertrude;f;english, german, dutch
gertrudes;f;portuguese
gertrudis;f;spanish
gertruida;f;dutch
gervais;m;french
gervaise (1);m;english
gervaise (2);f;french
gervas;m;german
gervase;m;english
gervasio;m;italian, spanish, portuguese
gervasius;m;
gerwulf;m;
gethin;m;welsh
gethsemane;f;biblical
géza;m;hungarian
ghada;f;arabic
ghadir;f;arabic
ghalib;m;arabic
ghaliya;f;arabic
ghassan;m;arabic
ghayth;m;arabic
gheorghe;m;romanian
ghislain;m;french
ghislaine;f;french
ghufran;f;arabic
gia;f;english
giachetta;f;italian
giacinta;f;italian
giacinto;m;italian
giacobbe;m;italian
giacomo;m;italian
giada;f;italian
giambattista;m;italian
giampaolo;m;italian
giampiero;m;italian
giancarlo;m;italian
gianfranco;m;italian
gianluca;m;italian
gianluigi;m;italian
gianmarco;m;italian
gianmaria;m;italian
gianna;f;italian
gianni;m;italian
giannino;m;italian
gianpaolo;m;italian
gianpiero;m;italian
gib;m;english
gideon;m;biblical, english, jewish
giedre;f;lithuanian
giedrius;m;lithuanian
giffard;m;english
gigi;f;french
gijs;m;dutch
gijsbert;m;dutch
gil (1);m;spanish, portuguese
gil (2);m;english
gil (3);m;jewish
gilad;m;jewish, biblical
gilah;f;jewish
gilbert;m;english, french, dutch
gilberta;f;english, dutch, german
gilberte;f;french
gilbertine;f;
gilberto;m;italian, spanish
gilchrist;m;scottish
gilda;f;italian
giles;m;english
gill;m;
gilles;m;french
gillespie;m;scottish
gillian;f;english
gillis;m;dutch
gilroy;m;irish, scottish
gina (1);f;italian, english
gina (2);f;japanese
ginette;f;english
ginevra;f;italian
ginger;f;english
ginnie;f;english
ginny;f;english
gino;m;italian
gintaras;m;lithuanian
gintare;f;lithuanian
gioacchino;m;italian
gioachino;m;italian
gioconda;f;italian
giordano;m;italian
giorgia;f;italian
giorgina;f;italian
giorgino;m;italian
giorgio;m;italian
giosetta;f;italian
giosuè;m;italian
giovanna;f;italian
giovannetta;f;italian
giovanni;m;italian
giraldo;m;italian
girish;m;indian
girolamo;m;italian
gisa;f;german
gisbert;m;german
gisela;f;german, dutch, spanish
gisèle;f;french
gisella;f;italian
giselle;f;french, english
gisselle;f;french, english
gita;f;indian
githa;f;english
gitta;f;german
gittan;f;swedish
gittel;f;jewish
giuditta;f;italian
giulia;f;italian
giuliana;f;italian
giuliano;m;italian
giulietta;f;italian
giulio;m;italian
giuseppe;m;italian
giuseppina;f;italian
giustina;f;italian
giustino;m;italian
gizella;f;hungarian
gizi;f;hungarian
gjergj;m;albanian
gjon;m;albanian
gjord;m;swedish
gjurd;m;norwegian
gladwin;m;english
gladwyn;m;english
gladys;f;welsh, english
glanville;m;english
glaucio;m;portuguese
glaw;m,f;welsh
gleb;m;russian
glen;m;scottish, english
glenda;f;welsh
glendower;m;welsh
glenice;f;
glenn;m;scottish, english
glenna;f;scottish, english
glenys;f;welsh
gloria;f;english, italian, spanish, portuguese
glorinda;f;esperanto
glory;f;english
glukel;f;jewish
glykeria;f;greek
glyn;m;welsh
glyndwr;m;welsh
glynis;f;welsh
glynn;m;welsh
gnaeus;m;ancient roman
gobán;m;irish
gobind;m;indian
gobinet;f;irish
gobnait;f;irish
gobnata;f;
gobnet;f;irish
goddard;m;english
godelieve;m;french, dutch
godfrey;m;english
godfried;m;dutch
godiva;f;english
godofredo;m;spanish, portuguese
godric;m;english
godwin;m;english
goffredo;m;italian
gofraidh;m;irish
goibniu;m;irish mythology
göker;m;turkish
golda;f;jewish
goldie;f;jewish, english
goliath;m;biblical
gomer;m;biblical, english
gonca;f;turkish
gonçalo;m;portuguese
gonzalo;m;spanish
goodwin;m;english
gopal;m;indian
goraidh;m;scottish
göran;m;swedish
goran;m;croatian, serbian
gord;m;english
gordana;f;serbian, croatian
gorden;m;english
gordon;m;scottish, english
gore;m;english
goretti;f;
gorka;m;basque
gormlaith;f;irish, scottish
goro;m;japanese
goronwy;m;welsh, welsh mythology
gosse;m;english
gösta;m;swedish
gotam;m;indian
gottfrid;m;swedish
gottfried;m;german
gotthard;m;german
gotthilf;m;german
gotthold;m;german
gottlieb;m;german
gottschalk;m;german
govad;m;?
govannon;m;welsh mythology
govind;m;indian
gowri;f;indian
goyathlay;m;native american
graça;f;portuguese
grace;f;english
gracia;f;spanish
graciano;m;spanish, portuguese
gracie;f;english
graciela;f;spanish
gracilia;f;
gracja;f;polish
grady;m;irish, english
graeme;m;scottish, english
graham;m;scottish, english
grahame;m;scottish, english
gráinne;f;irish, irish mythology
grania;f;irish
grant;m;english, scottish
granville;m;english
granya;f;irish
gratia;f;german
gratian;m;history
gratien;m;french
grazia;f;italian
graziana;f;italian
graziano;m;italian
graziella;f;italian
grazyna;f;polish
gréagóir;m;irish
greer;f,m;scottish, english
greet;f;dutch
greetje;f;dutch
greg;m;english
greger;m;swedish
gregers;m;danish, norwegian
gregg;m;english
grégoire;m;french
gregor;m;german, scottish
gregorio;m;italian, spanish
gregorios;m;greek, ancient greek
gregory;m;english
greig;m;english
grenville;m;english
gresham;m;english
greta;f;swedish, german, english
gretchen;f;german
grete;f;german, danish
gretel;f;german
grethe;f;danish, norwegian
gretta;f;english
grgur;m;croatian
grid;f;norse mythology
grier;m;english
griffin;m;welsh, english
griffith;m;welsh
grigor;m;welsh
grigore;m;romanian
grigori;m;russian
grigory;m;russian
griogair;m;scottish
griselda;f;english
grisha;m;russian
grizel;f;scottish
gro;f;norwegian
gronw;m;welsh
grosvenor;m;english
grover;m;english
gruffud;m;welsh
gruffudd;m;welsh
gruffydd;m;welsh
grusha;f;russian
grwn;m;welsh
gry;f;norwegian
grzegorz;m;polish
guadalupe;f,m;spanish
gualter;m;portuguese
gualtiero;m;italian
guda;m;arabic
gudrun;f;norse mythology, scandinavian, german
guendolen;f;
guenevere;f;
guerino;m;italian
guglielmo;m;italian
guido;m;italian
guifré;m;catalan
guilherme;m;portuguese
guillaume;m;french
guillem;m;catalan
guillermo;m;spanish
guinevere;f;english, welsh mythology
guiomar;m,f;spanish, portuguese
guiscard;m;english
gül;f;turkish
gul;f;iranian
gülbahar;f;turkish
gulbahar;f;iranian
gülistan;f;turkish
gulistan;f;iranian
gull;f;scandinavian
gulzar;m,f;arabic, iranian
gunda;f;german, scandinavian
gundula;f;german
gunhild;f;scandinavian
gunhilda;f;scandinavian
gunilla;f;swedish
gunnar;m;scandinavian
gunne;m;scandinavian
gunnhild;f;norwegian
gunnvor;f;norwegian
günter;m;german
gunter;m;german
günther;m;german
gunther;m;german
guntram;m;german
gunvor;f;scandinavian
gus (1);m;english, scottish
gus (2);m;greek
gussie;f;english
gusta;f;
gustaf;m;swedish
gustav;m;scandinavian
gustave;m;french
gustavo;m;italian, spanish, portuguese
gusztáv;m;hungarian
guðrún;f;icelandic
guto;m;welsh
gutxi;m;basque
guy;m;english, french
gwallter;m;welsh
gwandoya;m;african
gwawr;f;welsh
gwen;f;welsh, english
gwenaelle;f;french
gwenda;f;welsh, english
gwendolen;f;welsh, english
gwendoline;f;welsh, english
gwendolyn;f;welsh, english
gweneth;f;
gwenevere;f;english
gwenfrewi;f;welsh
gwenllian;f;welsh
gwenneth;f;
gwenyth;f;welsh, english
gwil;m;welsh
gwilherm;m;breton
gwilim;m;welsh
gwillym;m;welsh
gwilym;m;welsh
gwladus;f;welsh
gwrtheyrn;m;ancient celtic
gwyn;m;welsh
gwynedd;f,m;welsh
gwyneira;f;welsh
gwyneth;f;welsh
gwynfor;m;welsh
gwynn;m;welsh
gwythyr;m;welsh
gyles;m;english
gyneth;f;
gyöngyi;f;hungarian
györgy;m;hungarian
györgyi;f;hungarian
györgyike;f;hungarian
gyözö;m;hungarian
gypsy;f;english
gytha;f;english
gyula;m;hungarian
gyuri;m;hungarian
haakon;m;norwegian
habacuc;m;biblical (variant)
habakkuk;m;biblical
habib;m;arabic
habiba;f;arabic
hachiro;m;japanese
hadar;f,m;jewish
hadassah;f;biblical, jewish
hades;m;greek mythology
hadewych;f;dutch
hadi;m;arabic
hadil;f;arabic
hadjara;f;arabic
hadley;f,m;english
hadrian;m;history
hadrianus;m;ancient roman
hadya;f;arabic
hadyn;m;
hafeez;m;indian
hafiz;m;arabic
hafsa;f;arabic
hafsah;f;arabic
hafza;f;arabic
hagan;m;german
hagar;f;biblical
hagen;m;danish
haggai;m;biblical
hagir;f;arabic
hagop;m;armenian
hai;m;chinese
haidar;m;arabic
haidee;f;english
haider;m;arabic
haifa;f;arabic
hailee;f;english (modern)
hailey;f;english
hajar;f;arabic
hajna;f;hungarian
hajnal;f;hungarian
hajnalka;f;hungarian
hákan;m;ancient scandinavian, icelandic
håkan;m;swedish
hakan;m;turkish
hakeem;m;arabic
hakim;m;arabic
håkon;m;norwegian
hal;m;english
hala;f;arabic
halcyon;f;
halcyone;f;greek mythology (latinized)
haldor;m;danish, norwegian
hale;m;english
haleigh;f;english (modern)
haley;f;english
halina;f;polish
hall;m;english
hallam;m;english
halldór;m;icelandic
halldor;m;danish, norwegian
halldóra;f;icelandic
halle (1);m;scandinavian
halle (2);f;english
hallie;f;english
hallvard;m;norwegian
halstein;m;norwegian
halsten;m;swedish
halvar;m;swedish
halvard;m;norwegian
halvdan;m;norwegian
halvor;m;norwegian, danish
ham;m;biblical
hamid;m;arabic
hamilcar;m;history
hamilton;m;english
hamish;m;scottish
hamlet;m;literature
hammond;m;english
hamnet;m;
hamo;m;
hamon;m;
hampus;m;swedish
hamza;m;arabic
hana;f;arabic
hanaa;f;arabic
hanan;f;arabic
hananiah;m;biblical
hande;f;turkish
hani;m;arabic
hania;f;polish
haniyya;f;arabic
hank;m;english
hanke;m;german
hanna;f;finnish, polish, ukrainian, scandinavian, icelandic
hannah;f;english, jewish, french, biblical
hanne;f;german
hannelore;f;german
hannes;m;dutch
hannibal;m;history
hannu;m;finnish
hans;m;german, dutch, scandinavian
happy;m,f;english
harald;m;scandinavian, german
haraldur;m;icelandic
harding;m;english
hardy;m;english
hari;m;indian
harinder;m;indian
harish;m;indian
harith;m;arabic
harlan;m;english
harland;m;english
harley;m,f;english
harmon;m;english
harmonia;f;greek mythology
harmonie;f;english (modern)
harmony;f;english
harold;m;english
haroun;m;arabic
harper;m,f;english
harriet;f;english
harriett;f;english
harrietta;f;english
harriette;f;english
harris;m;english
harrison;m;english
harry;m;english
hartley;m,f;english
hartmann;m;german
hartmut;m;german
hartwig;m;german
hartwin;m;german
haruko;f;japanese
harun;m;arabic
harve;m;english
harvey;m;english
harvie;m;english
hasan;m;arabic
hasdrubal;m;history
hashim;m;arabic
hasim;m;arabic
haskel;m;jewish
hassan;m;arabic
hathor;f;egyptian mythology (hellenized)
hatim;m;arabic
hattie;f;english
hatty;f;english
